,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
147,3291,3080,8779,3193,251,2284,3282,3747,2211,420783,6419,1406,1845,12606,210391,10404,3674,3680,1043,1035,7404,6423,3732,4423,6999,3151,823,6554,4943,6368,4350
148,2304,202,413,311,26,50,701,478,1439,420783,42,4568,72,328,210391,100,174,116,76,210,270,878,108,28,100,370,871,890,120,2811,4565
149,16002,15166,15321,18569,15368,14839,14579,19452,16974,420783,23691,18013,19141,28925,210391,22461,30952,29869,35521,39537,35291,37102,46444,50866,47691,50095,55303,55672,54256,57596,60542
150,980348,888077,901555,930051,922594,810186,853902,752938,547774,420783,696688,673455,581859,579094,210391,464803,191716,166032,111027,89168,104165,128431,119984,93718,77951,79948,72639,111617,135295,147109,168004
151,326,355,435,359,286,604,317,458,563,420783,541,379,637,231,210391,294,191,131,177,126,407,862,528,240,584,412,309,852,184,427,227
152,5372,9997,13266,9018,1775,9080,17162,16791,15673,420783,5470,8275,14322,25708,210391,20320,6143,10923,5947,18396,32998,32810,21221,18102,11229,18122,32005,30831,27515,8840,17611
153,4292,4248,3091,3514,2426,2678,2951,2128,4140,420783,3550,3069,2868,3947,210391,3360,2236,3182,3819,4708,4310,3568,4538,3457,3420,2609,2397,2988,3640,3321,3148
154,4153,3052,1750,1292,33,2382,3139,949,581,420783,255,508,509,1046,210391,272,735,1260,1403,1361,1071,1452,1085,2209,438,1638,320,860,1187,2583,650
155,407,573,584,180,257,493,245,462,617,420783,960,117,611,249,210391,733,267,335,84,119,505,362,363,977,243,249,294,803,347,123,1415
156,444897,460937,457488,442456,422376,394562,417627,452027,441794,420783,473448,422609,423599,395704,210391,432091,399028,383890,407577,385317,391943,385607,405805,381755,376192,348043,363542,424138,398057,401376,407188
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,975,309,0,0,123,51,441,66956
158,568,1010,615,697,0,0,1015,985,1044,420783,1372,0,0,987,210391,1409,1864,1672,0,0,1296,861,1055,1186,593,0,0,714,1038,857,845
159,16643,6788,7169,9036,0,0,15553,15680,14926,420783,23063,0,0,15735,210391,21128,16634,10951,41,0,13907,12279,6046,20187,10774,0,0,8957,23073,16229,25478
160,44151,44774,43849,41666,37415,37208,40349,38924,42773,420783,41350,38634,39991,40845,210391,42324,42055,41310,38086,40182,44493,40393,40249,40589,39188,38076,40428,40494,42936,42062,45118
161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,229956,277764,363768,283174,201849,191219,223491,223730,201232,420783,211583,202985,211842,251899,210391,234417,218378,202513,207258,233631,218126,214542,216791,196191,214844,213385,221973,196066,196162,212508,154839
163,7915,5290,8102,6462,7055,7194,7781,11887,9611,420783,13016,7052,9417,12416,210391,12983,13530,11675,7790,8894,8629,8760,9449,13527,11801,7602,6590,5438,5892,7832,7753
164,7147,7564,3431,3408,2459,3965,8528,3838,5325,420783,5878,9780,5237,4346,210391,2956,1042,7311,2049,2049,951,1831,1844,1075,6677,0,2625,4160,41,38,1275
165,1190,4414,2081,1502,0,0,0,4803,1331,420783,1200,0,1997,7318,210391,11966,2034,899,2476,0,0,0,7851,5276,9100,12258,13065,27152,4297,3969,4842
166,349145,388494,374497,331035,337419,295981,316781,345769,356309,420783,368836,366846,340252,318620,210391,277580,324603,299631,275699,270379,239061,246331,299382,301710,303079,288482,277623,284239,259710,274266,235343
167,6320,4729,6637,1789,3833,0,6353,3948,3346,420783,7807,2130,0,34,210391,291,452,1613,391,117,3567,2656,4700,3171,2598,195,26,689,1403,2870,566
168,0,90767,110902,100123,112698,96131,97208,107697,92838,420783,108250,119231,119793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,3599,1556,1666,1178,2349,1548,1031,4359,2547,420783,854,1241,2289,634,210391,4590,1890,638,1184,1898,848,1229,1375,914,1830,1538,1794,2759,2070,1793,1719
170,10,2,7,6,0,0,511,580,782,420783,1261,3,38,2516,210391,2395,6947,7370,3,72,13330,12163,5446,10873,21184,4092,792,21523,14005,8438,17649
171,84652,105469,86959,68905,66928,71384,74123,83071,74880,420783,65319,79100,64629,54158,210391,49850,52821,58415,60180,61806,67339,79896,78360,68411,62230,74779,91543,81915,68568,51009,36785
172,141188,156026,147590,144649,143344,146048,135870,139302,141512,420783,148009,150158,145679,139855,210391,169076,149458,144945,168409,179148,175777,213161,250161,255311,194039,215838,276582,262407,220875,250440,278753
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1613,2110,2626,1091,349,1182,769,1664,1385,420783,447,588,1086,1402,210391,1587,1210,2855,4362,3149,4451,2992,5597,2484,2610,1325,2019,1882,4309,1533,1273
175,169,2,0,10,0,0,0,5,158,420783,328,1,0,124,210391,1,43,0,1,0,4371,3591,44,5037,9228,221,30,2273,2936,4483,8077
176,10285,3786,333,1,3,0,14840,32405,21570,420783,21809,21600,27230,20478,210391,7930,2899,2946,3837,190,1432,2038,519,144,97,101,73,1036,469,4029,7144
177,3330,13970,5482,152,23,205,2605,5097,3769,420783,739,497,0,8072,210391,6204,7560,8374,0,333,352,14275,14176,9849,13570,31428,34436,10286,11870,11158,14049
178,7818,7744,5402,1211,308,4485,5731,11301,3019,420783,1293,121,4155,6955,210391,3359,3528,1336,1071,3535,7484,4085,2316,4429,254,300,5536,8547,7529,4276,135
179,40398,31632,36465,34064,32288,35353,35526,32593,32232,420783,31689,36395,44439,39863,210391,33052,31622,35591,33193,31699,36715,30909,34648,34763,34335,35451,32227,33828,38328,34668,37006
180,13098,12677,13384,12347,3561,0,11637,15740,14770,420783,12742,4234,0,12325,210391,14710,15469,18525,4481,712,10618,10147,12245,9307,11684,8232,815,9446,10959,6057,6868
181,2634,2467,5828,4673,6963,0,7383,14119,12227,420783,14143,0,1605,10849,210391,11459,3991,1144,3081,0,4579,3084,1700,4671,3579,0,25,7751,4830,2761,3307
182,4490599,4335839,4176339,3890701,3902364,3854217,3516482,3380659,3327217,420783,2933134,2781945,2718813,2579123,210391,2376687,2729593,2706433,2608656,2662752,2497320,2559961,2456675,2478809,2515036,2480555,2517947,2389234,2518120,2442148,2343429
183,8333,4718,13001,8312,9487,7200,6006,65,0,0,185,0,0,2988,210391,39138,25020,20862,2209,0,12094,18341,20465,16900,18563,3993,4842,22465,28501,15440,16518
184,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,4
185,847,4677,2775,1558,1100,0,138,474,1616,420783,34,0,0,693,210391,213,0,0,0,0,22,0,0,0,0,0,0,733,1969,6378,4219
186,3911,3495,3488,2732,2499,1867,2360,4617,1091,420783,921,1810,2961,1682,210391,1960,3024,2442,4653,6992,3068,5773,3169,4413,4738,2904,4802,6091,4139,4411,5537
187,8,0,60,409,5,0,878,1,0,420783,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,141,20
188,3108472,2734212,3593397,5767214,5778815,5664151,6028542,6041914,6597883,420783,4835480,4892330,6060549,5997335,210391,3716427,3234848,3457404,3218565,3143065,2906627,2503969,2527501,2927177,3079486,2317674,2084233,2081514,2127550,2249257,2419981
189,20846,24537,50541,18520,7442,7326,32373,20881,33844,420783,31414,28965,29028,30871,210391,154251,51162,13549,7319,7695,11825,16345,9042,10418,9890,21635,21979,23592,24080,23791,22683
190,211800,164273,162413,118966,96665,105294,151234,229834,110963,420783,128560,78162,65813,64062,210391,164387,274865,265781,222823,186961,146939,203048,323727,626447,88454,31360,31443,282916,102752,148942,397785
191,8255,5908,7809,6450,7690,9825,11707,9635,6949,420783,7308,5781,9634,10237,210391,11919,7109,8369,5739,7364,9879,12464,9581,8469,6330,11278,13460,10904,8882,4884,11566
192,219,182,3169,2854,0,0,7520,6805,11125,420783,5898,6104,0,1531,210391,1739,633,470,0,233,1937,4329,12846,13958,18703,5663,0,26726,26048,24154,30334
193,536625,561214,547216,541617,469483,431549,567122,517445,568114,420783,541985,491401,450121,554092,210391,549919,520578,514787,456534,420579,498903,505314,499234,471770,442200,414439,413839,373817,385341,289089,200205
194,1615161,1708427,1717759,1783145,2074373,1809327,1776960,1812788,1881828,420783,1890150,2030358,1959527,2054573,210391,1854997,1984945,2012882,1938119,1875985,2036010,1963671,2180916,2180493,2225952,2359585,2406654,1940579,2177905,1996286,1931456
195,210,328,0,291,353,6,545,23,107,420783,210,13,210,375,210391,268,85,2,20,150,45,53,309,72,92,32,207,277,640,206,25
196,0,240,28,197,0,159,175,35,50,420783,796,841,677,651,210391,476,1355,695,228,293,1199,777,716,1042,533,337,123,76,109,0,656
197,395197,380856,371003,277031,89399,66133,348559,335247,328743,420783,217563,99361,65435,321629,210391,320830,314386,194361,61717,52204,210882,223531,207345,209359,157204,104875,57035,174714,113319,128835,177867
198,21618718,21711787,21577524,20978302,21005491,20411497,20170179,19933971,19749164,420783,19921722,20387928,20201143,19841714,210391,20048290,19939737,19597278,19717111,19329650,18660791,17347549,17791512,17146352,17318570,17966975,18063242,16283766,16419031,15642925,13286208
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,332,0,0,210,0,0,0,185,0,0,0,0,0,0,0,3,26,366,0,0,44,25,108,331,550,0,0,272,37,54,51
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2493,0,0,76,0,0,0,1330,522,0,0,0,0,0,0,834,640,268,0,0,0,0,0,0,0,0,0,2,26,293,579
203,0,0,0,0,0,0,0,0,0,0,0,0,88,112117,210391,94462,87552,88338,112059,106487,92115,76778,106593,100982,111858,100949,107989,76794,0,0,0
204,4655,4387,3582,3805,5438,5466,6058,4631,3150,420783,6565,4290,7140,3052,210391,6470,1647,6867,3773,5091,5663,4022,4545,8543,3604,7784,7884,5078,7494,4174,4547
205,178319,171864,198389,147106,161985,171984,131398,136499,125675,420783,104463,83921,89856,74875,210391,69115,70453,78784,110500,96598,91488,83421,59646,70829,61482,56468,82762,42418,52070,44099,50574
206,18742,17224,14640,13697,21745,23142,21975,19302,19057,420783,20931,19451,16591,17320,210391,19144,25378,22402,28982,26667,24865,32248,261085,428695,569802,702989,824358,769958,877115,932919,1069043
207,12886,18620,15970,9316,13765,12251,9018,12173,15864,420783,12043,18352,20656,15955,210391,22475,16676,22088,24550,27907,15959,18423,16630,21376,21503,40718,36792,21541,23203,30662,24197
208,73978,90634,85904,82339,91006,78459,78924,77032,99495,420783,91444,89465,109550,109499,210391,102934,93287,80955,96401,93200,78413,83028,79233,82976,83727,78859,79154,78513,89408,106041,81517
209,9770,6541,5957,12695,2263,0,10586,13943,7241,420783,13565,6515,89,29370,210391,16162,33673,20371,7081,13,16430,18145,17651,20046,10755,4389,0,7940,27119,29720,24664
210,669,836,1078,520,438,3,541,751,1157,420783,288,338,20,321,210391,281,3854,12602,7159,6639,9008,6483,10083,9452,13944,12122,5824,6524,8437,7706,3348
211,57,6,7,16,1,0,0,0,1,420783,0,0,3,1,210391,0,0,3,0,94,0,0,0,0,0,0,0,0,0,0,0
212,696,0,444,590,134,0,1290,0,0,0,109,0,0,193,210391,1371,1729,2110,189,0,638,1285,665,279,2383,1355,114,424,1519,1352,369
213,6782,11233,9164,6442,921,1098,15408,8941,7735,420783,6345,6936,0,5408,210391,1303,2869,4258,3051,2,6458,3449,7164,14208,13329,1344,1552,4481,740,13280,16477
214,1399,488,840,298,0,0,98,1041,0,0,0,0,0,1,210391,6271,9340,676,0,0,547,262,250,27791,61212,57600,57600,62611,64891,64956,67218
215,7038,6805,13609,10121,116,4121,28931,13416,11297,420783,11254,7,2,16338,210391,14923,4470,7339,2843,0,3574,13134,25084,15891,5751,0,2446,2388,4789,10290,15782
216,1125,0,0,1849,0,0,1999,0,0,420783,0,596,697,4704,210391,0,623,122,3937,3065,2871,1193,1673,2770,23,3499,1542,2383,803,792,427
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,9449,13564,20341,18435,23095,22782,26626,29717,33743,420783,34492,44449,41099,43394,210391,72602,67004,64852,61220,53863,58351,60249,76304,79240,59996,60034,58168,47829,63091,69823,75686
219,4242,416,7051,1312,0,0,2598,1299,1728,420783,1036,1801,1195,1252,210391,403,662,376,779,0,387,1208,3163,11956,6714,2029,0,403,923,523,1481
220,97833,105237,126953,110506,104744,111676,105745,161703,187045,420783,197745,300125,359693,373273,210391,390367,334368,352953,384961,327655,322934,301252,275980,274635,514748,830543,686885,499175,506192,485900,416451
221,0,0,0,0,0,0,0,0,0,420783,8185,6931,7460,10234,210391,2392,1854,3424,6747,7526,12963,11915,20856,15020,19333,20084,16300,18873,14432,20197,13061
222,32043,37654,38501,36511,83127,32468,30931,28663,30749,420783,43501,38609,29919,45520,210391,36746,24962,34218,40006,44499,55624,63263,83209,87543,96454,75822,63768,59558,80014,83709,84927
223,0,0,0,0,0,0,0,3525,2512,0,0,0,3114,913,210391,1350,1597,449,2128,0,5965,4581,1373,1650,43,2549,0,1329,955,166,122
224,42,166,0,1,0,0,0,0,0,0,131,28,20,7,210391,5,207,94,29,70,0,0,11,14,0,0,0,0,0,0,9
225,172628,207698,241209,185662,180516,223470,209026,256758,295763,420783,317971,319274,326550,307387,210391,184364,197522,199719,168954,174355,148303,145782,93222,77521,79909,72054,77507,71168,76924,71030,68309
226,487,11,0,19,0,0,1,516,1222,420783,0,0,0,16,210391,3,466,41,4099,4837,5247,4157,2965,8760,10734,8313,11910,7577,9338,6133,10774
227,63456,49889,51674,56207,55027,66285,65084,59702,65125,420783,82090,65769,60899,55428,210391,76172,66819,77328,58801,62951,64528,43287,39730,45778,55580,53605,38397,44602,41151,38527,48204
228,163502,158165,154558,148193,121962,114760,126476,100900,86433,420783,71378,55636,69321,68463,210391,49138,44189,41229,40167,48558,46881,44866,45456,39451,35686,38168,45586,30646,31228,30643,25280
229,13892,10262,14288,13641,14400,14400,13821,10438,14377,420783,13681,1068,0,6369,210391,14342,14354,14328,14231,12092,11889,11921,14037,12593,6130,14400,12696,14130,11498,10425,14370
230,3119,2660,1771,1363,1062,989,2010,1886,2665,420783,4293,2143,1608,2376,210391,1314,1705,2114,2304,2136,1987,2794,2141,1326,733,1028,626,1513,1096,680,730
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,0,0,0,0,0,82,8,0,0,0,0,53,203
232,10344,5357,9616,9822,10722,12371,6831,5791,3721,420783,10604,9140,6702,6259,210391,6370,5213,7919,9692,10590,6765,7051,5761,8086,8982,11000,4906,3355,7701,5734,5468
233,13675,4044,4405,2038,2397,139,1327,8942,3504,420783,3346,2172,495,5757,210391,11361,11570,6952,2262,2818,5338,4777,6676,13931,6214,1096,1013,3305,10482,2417,6962
234,495790,535922,544799,568301,578310,573947,595265,626251,589141,420783,572934,576496,564601,540342,210391,588733,638395,687023,648760,672332,709336,743436,712529,694297,618504,677119,601262,524270,612654,617261,635129
235,2734832,2649679,2725729,2610150,2786277,2652742,2533012,2456228,2075803,420783,1916045,1443094,1537576,1587982,210391,1509402,1659233,1767602,1607103,1863510,1749116,1667850,1892379,1669656,2047532,2336517,2451672,2059961,1836922,1654867,1653118
236,16155,15079,7716,18293,23390,12662,3703,4304,12151,420783,12840,28325,6327,151,210391,6300,1028,1302,15545,19262,9955,16184,3511,2439,4663,79,2315,3859,2884,2651,12198
237,477166,480382,484392,454230,448788,521825,504529,503544,500970,420783,488722,457405,458033,470414,210391,475926,490541,469751,466452,464808,465194,475905,407057,418874,423268,434989,441337,406857,468127,460164,456826
238,17453647,17539876,17908331,18630097,19366881,19056818,18610286,18486022,18297040,420783,22479655,28348363,27773678,27426674,210391,27800682,28008163,26442533,27668105,27418310,27593861,27589703,27736954,28170895,27934226,30280858,30272137,28981371,28119845,28876295,28510017
239,101,0,364,152,1016,514,58,525,1952,0,3,159,1437,22,210391,37,0,6,0,0,28,0,0,0,0,0,0,22,0,57,76
240,1000,1446,2564,2,0,0,34,0,11,420783,218,0,0,867,210391,1,0,543,0,0,506,167,685,476,255,0,166,559,2197,2272,444
241,1106691,946888,835526,1004576,888731,1087733,1038825,1087645,1042660,420783,1586299,1327305,1698923,1911899,210391,2323661,2220880,2057917,2110133,1962839,1868236,2104250,2144103,2014653,1914757,2195082,2097810,1844407,1866662,1812282,1747050
242,50742,53977,31249,41053,47129,47524,45934,128303,90435,420783,88981,83309,84344,80794,210391,124915,116182,129704,155066,155491,117626,96285,85716,85505,107017,86998,99276,99872,106566,121125,129326
243,2611,1727,6995,8560,0,0,14714,928,2009,420783,1762,0,0,3023,210391,3260,2755,2221,0,0,1685,1623,2837,2243,2275,670,231,1925,1145,2209,1137
244,268373,209807,203862,241838,243582,217802,240489,212577,269495,420783,228803,280491,270619,227859,210391,209024,198124,192586,207597,211897,177027,194474,187640,199159,232040,186261,181780,177015,153152,189409,172457
245,5619,3024,9162,5052,3921,1802,4385,3458,4542,420783,7366,2903,632,810,210391,2359,3251,1477,4732,1840,2561,3535,1289,1654,2811,167,392,2557,3983,2338,4883
246,636513,605042,668073,649826,649673,665420,701866,669638,710155,420783,670821,722013,768663,758873,210391,762211,735463,744512,743669,764096,765287,750294,821966,779401,757791,749334,717147,751912,806582,731757,798781
247,2695,6027,3464,4064,2773,2545,1878,0,250,420783,870,0,0,9,210391,11869,32592,37910,33738,33728,42108,49786,63001,58589,53254,49753,35439,42201,60163,35668,37501
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,254994,254505,263397,243871,263615,267283,297913,373413,374445,420783,352149,347507,360841,364362,210391,352037,405645,401968,418649,421786,399731,422517,433647,489633,465797,498812,496354,493882,480340,494737,476673
250,72167,154626,245916,279108,265671,412300,316029,263007,206776,420783,154674,144233,146985,143102,210391,166378,155806,156363,169573,122165,96722,93583,85362,113189,103389,79693,79662,61042,76037,53775,53226
251,19735,12173,27916,14396,23507,21926,15838,17629,29496,420783,23316,29679,28360,25079,210391,17969,21376,20550,28654,20842,16801,14827,18956,12636,11280,14838,16761,19532,18121,17435,10719
252,6239,1847,1833,533,24,14,668,1524,4347,420783,6242,6504,89,11686,210391,12273,7215,7220,8780,4371,9714,11297,13557,7007,7123,16707,39180,21842,17781,11181,11811
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,952,0,475,709,418,218,2216,2791,1034
254,349840,345154,379584,311137,457444,380730,244414,211466,367439,420783,434892,430378,375018,399041,210391,303968,272415,265264,266375,219451,14081,7339,8509,215097,297317,270849,251125,181941,157380,170302,206019
255,4396,20408,18245,15200,11836,1371,9696,3360,2362,420783,3297,1690,8267,33603,210391,29082,32417,45676,36386,39664,46114,37330,38103,51730,47108,23501,28383,48614,38304,30664,30690
256,1073468,1154273,1220294,1194633,1232198,1151761,937620,954101,1018491,420783,1124036,1140528,1239264,1438016,210391,1469352,1217035,1251298,1422140,1425186,1360914,1395129,1467536,1419675,1482987,1514118,1525991,1312024,1410041,1418209,1440129
257,329,1582,1727,3789,2999,1303,2129,2556,1862,420783,1116,336,3124,963,210391,2456,1399,3451,3506,4117,2261,1043,2503,3456,2178,2188,3222,3836,2385,2395,883
258,15596,15200,15625,26659,41201,42264,43830,40120,41445,420783,56790,62236,41492,42979,210391,68913,68287,81463,72133,69846,88320,105681,103753,99362,110504,119296,116534,119389,118168,130382,138430
259,2415,2901,2289,2321,1959,4552,2665,2101,2718,420783,2858,1512,1066,2933,210391,1803,1618,1031,1685,1003,2142,2210,1252,2098,1979,2197,757,1724,2578,2506,2903
260,0,1066,4348,2017,2348,0,5162,0,0,420783,1338,3316,2776,0,210391,3940,0,2329,4551,0,0,2173,659,10106,2560,229,6210,9481,666,5240,5
261,4724,3712,2700,2888,0,0,3005,3678,6130,420783,2780,0,0,2577,210391,3643,6271,3269,0,0,3712,3231,2481,2657,2686,0,0,3192,2882,2915,1946
262,42,97,205,107,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,18,81,39,3,31,0,0,22,771,924,0
263,60848,66909,73000,64996,77146,88178,93966,71155,78302,420783,90479,76221,89801,91566,210391,117047,111270,94811,102032,89901,94268,106452,84972,88277,86198,70452,67548,76765,66105,64892,56988
264,749421,710480,748271,1052853,1780210,1727529,1302959,1023730,925674,420783,910725,847337,804251,865625,210391,825522,809476,835491,937474,927868,877613,821450,821966,885113,904822,797628,680427,628834,665070,652991,528956
265,21321,176,4998,2972,64,0,56,33,130,420783,1471,663,4,2796,210391,12084,13358,10487,7125,5649,12514,18173,8866,8256,6145,1668,62,3542,6346,4243,5248
266,0,144,1226,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,337,0,1778,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,25301,12945,26348,19134,20864,12690,14295,12186,17829,420783,20030,11735,17842,14441,210391,23611,28257,36964,36381,35492,32412,50639,47659,43152,32876,22605,19751,30858,49596,37632,32630
269,3643,7254,3482,8561,0,3913,10133,6686,11042,420783,12027,14802,7709,12464,210391,16375,33110,26763,22129,20584,14685,12465,24763,19211,19525,10472,4848,13264,10609,16018,12393
270,22,630,4496,4576,58,0,2924,4706,5129,420783,2707,14400,14400,11847,210391,9232,19774,26939,7216,6845,11930,10577,4097,5336,4524,12,0,11630,11808,3166,1132
271,253,1283,902,355,0,921,1769,1172,184,420783,1715,4049,3488,1145,210391,827,2170,1038,36,41,6,613,955,157,58,466,237,1052,201,40,407
272,0,0,0,0,0,0,0,0,0,420783,179420,105212,84614,66002,210391,69880,67138,50087,42610,47934,47891,34042,30985,37069,25073,22645,25552,21720,28989,16798,22634
273,1849,1847,7170,7892,7272,0,20401,6131,1394,420783,4116,3048,0,1344,210391,7960,2949,1825,4743,7200,2882,2023,8,5029,6671,14,0,3,1505,185,2
274,1,0,0,2,0,0,394,176,177,420783,73,0,0,79,210391,12,23,79,0,0,6,0,6,59,164,0,0,6,457,3428,8940
275,37402,41034,32167,36775,8054,88,21301,30748,40641,420783,17283,0,0,32837,210391,33563,60042,23860,0,0,26911,21285,52635,24324,34950,21964,16593,27754,42859,46453,42366
276,2518,2013,1219,951,1197,1539,2243,1699,2377,420783,2617,3649,2962,2165,210391,953,194,812,1455,1790,633,616,768,1965,2044,2147,792,1060,1743,1408,1618
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1512,3644,884,0,0,0,0,104,1593,420783,848,83,26,112,210391,0,23,0,0,0,0,0,0,0,0,0,0,0,120,0,0
279,162492571,167576972,170214190,164832571,174189668,177492189,171129724,171167811,170835083,420783,167835289,174061164,175246821,170523902,210391,168196313,169178015,167113635,172919821,175283100,165492363,166816674,171096912,165445138,163345075,165344675,166944409,146240918,154588084,156305540,152263067
280,8063,4880,3121,9275,7201,7200,7196,9838,7667,420783,3510,3102,7200,6066,210391,8275,8819,8517,7202,7200,6638,5843,3147,5458,9395,5283,0,13123,12138,12912,11878
281,853,1847,651,2937,0,3020,5188,1738,4958,420783,2748,1563,3,434,210391,295,0,0,5,7,12,551,130,1169,1797,120,4,110,1715,0,0
282,7675,10757,11331,8541,8114,8000,9254,11067,8351,420783,9765,9660,9762,9184,210391,7645,10484,10666,9160,12008,9139,13628,11949,13285,12075,9221,10203,8731,8422,8077,4397
283,2223818,2805553,3107987,3416701,3913173,4007600,3545964,4217371,4482094,420783,5277469,5843148,5815170,5345606,210391,5784844,6130215,6264393,6892140,6308287,5587096,5633657,5769209,6034231,6379946,6721725,6251087,5066503,5029715,5071656,4709541
284,235153166,231760476,233721768,229247928,221408192,213572515,205525533,200234212,198790318,420783,198110513,203931981,203405572,209339095,210391,215451969,216111279,228662749,234274040,225133451,217025604,212866095,218718273,214235390,203478494,216138870,213883440,191931505,194785980,182076664,149454257
285,250400166,263650104,273064966,282411042,296218609,295893375,273200663,283808285,285647638,420783,294422525,317004313,315423678,302938338,210391,309807658,311265512,335775209,356908927,352030841,318219364,320545982,331858687,329770641,337093276,351147171,351602412,290299350,310078474,305781713,297776159
286,944263,1057887,1005918,1036627,1156322,1086493,945497,1026082,1060379,420783,950028,804488,892719,804429,210391,839016,872741,1027804,977291,931237,971525,977917,1023729,1104447,1056691,996167,888825,844008,911824,812495,623206
287,92,22,282,118,61,36,253,47,76,420783,41,95,57,14,210391,68,135,42,42,21,22,3,109,206,467,548,344,581,231,295,234
288,0,0,0,0,239,2303,882,0,220,0,280,95,3,979,210391,793,482,589,73,70,153,548,443,548,570,1104,273,1737,105,51,266
289,15783695,16212567,16734965,16705585,17420586,17060895,16512564,17295436,17637069,420783,15975154,15893914,15654257,15038824,210391,15283765,15350586,14663046,15146118,14901497,14316483,14312753,14624816,14475025,14619347,14656664,14965393,14196088,14741752,14963698,14429758
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,14,221,0,241,210391,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0,1032,0,0,0,0,0,0,484,420783,0,0,0,0,0,311,0,0,0,0,0,560,2451,0,873,0,0,0,0,0,14
293,6345,10962,4693,8732,7554,10977,8047,9296,9797,420783,8036,7918,13272,9376,210391,12454,10191,11468,6424,10926,7183,8566,12000,12614,14061,12793,14569,8529,9809,15338,14841
294,5133,5190,4652,2550,3842,491,3809,3159,6000,420783,6424,2121,3207,9354,210391,11830,14994,5388,512,630,2306,2490,7003,5948,2075,1802,512,7088,6933,7851,5244
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,764,2958,2793,2241,2271,0,0,2457,2580,197,1
296,53879,58621,52553,51485,75690,54888,55416,46003,74400,420783,78349,48751,42801,60541,210391,67034,48810,41452,32404,20425,35594,38211,39816,33614,28210,27971,16720,27276,34109,20437,21777
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,316,65,116,84,38,44,12,43,84,420783,255,71,117,656,210391,2706,5378,3641,4398,3041,3691,2022,2068,2142,788,583,370,575,1054,662,1333
299,2111,1788,4757,4061,0,5674,3663,2598,5378,420783,15406,9705,9673,5812,210391,6990,3173,6312,5068,4158,8038,5957,8735,5025,5632,6124,8339,13171,15556,12112,15861
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,26342,10941,4894,17463,25493,0,15672,26102,34822,420783,25871,14087,0,16122,210391,13282,9407,928,0,0,1232,3060,1868,1563,1165,0,180,18843,26691,19717,11188
302,80393,84796,90448,96033,79967,55661,74436,96800,98691,420783,108788,98396,80259,96896,210391,143866,140628,125334,119121,102660,81896,106792,99661,137567,112812,113469,105008,98225,125698,142417,131646
303,487776,468453,462352,476385,442323,460805,398468,494507,439772,420783,458870,489882,484057,490127,210391,455389,482276,486017,448952,496220,516144,563828,464227,186558,203979,395754,308544,368464,459083,446821,1439777
304,32094,23746,33497,33357,32835,23109,34148,28384,44648,420783,42457,44761,51349,42874,210391,40783,52192,49056,36240,47628,41748,45392,28523,7040,23409,29225,38390,40620,38740,36086,42944
305,1105,8264,4916,11918,127,580,7118,15750,29333,420783,12234,11025,1124,14160,210391,6460,6750,5037,901,1003,2092,2690,4255,4810,4068,1739,104,1416,6953,6111,5014
